FIRSTBOXNUM_BATTERYNUM,VOLTAGEVALUE,TEMPREATUREVALUE,RECEIVETIME,
1_7,3.396,0,2015-12-05 07:30:42.0,
1_8,3.397,0,2015-12-05 07:30:42.0,
1_9,3.394,0,2015-12-05 07:30:42.0,
1_10,3.394,0,2015-12-05 07:30:42.0,
1_11,3.396,0,2015-12-05 07:30:42.0,
1_12,3.399,0,2015-12-05 07:30:42.0,
1_13,3.405,0,2015-12-05 07:30:42.0,
1_14,3.395,0,2015-12-05 07:30:42.0,
1_15,3.394,0,2015-12-05 07:30:42.0,
1_16,3.394,0,2015-12-05 07:30:42.0,
2_1,3.399,56,2015-12-05 07:30:42.0,
2_2,3.4,54,2015-12-05 07:30:42.0,
2_3,3.403,0,2015-12-05 07:30:42.0,
2_4,3.414,0,2015-12-05 07:30:42.0,
2_5,3.406,0,2015-12-05 07:30:42.0,
2_6,3.403,0,2015-12-05 07:30:42.0,
2_7,3.4,0,2015-12-05 07:30:42.0,
2_8,3.399,0,2015-12-05 07:30:42.0,
2_9,3.4,0,2015-12-05 07:30:42.0,
2_10,3.4,0,2015-12-05 07:30:42.0,
2_11,3.402,0,2015-12-05 07:30:42.0,
2_12,3.406,0,2015-12-05 07:30:42.0,
2_13,3.412,0,2015-12-05 07:30:42.0,
2_14,3.403,0,2015-12-05 07:30:42.0,
2_15,3.4,0,2015-12-05 07:30:42.0,
2_16,3.4,0,2015-12-05 07:30:42.0,
3_1,3.4,57,2015-12-05 07:30:42.0,
3_2,3.4,56,2015-12-05 07:30:42.0,
3_3,3.402,0,2015-12-05 07:30:42.0,
3_4,3.413,0,2015-12-05 07:30:42.0,
3_5,3.403,0,2015-12-05 07:30:42.0,
3_6,3.4,0,2015-12-05 07:30:42.0,
3_7,3.397,0,2015-12-05 07:30:42.0,
3_8,3.405,0,2015-12-05 07:30:42.0,
3_9,3.4,0,2015-12-05 07:30:42.0,
3_10,3.4,0,2015-12-05 07:30:42.0,
3_11,3.401,0,2015-12-05 07:30:42.0,
3_12,3.405,0,2015-12-05 07:30:42.0,
3_13,3.402,0,2015-12-05 07:30:42.0,
3_14,3.401,0,2015-12-05 07:30:42.0,
3_15,3.401,0,2015-12-05 07:30:42.0,
3_16,3.4,0,2015-12-05 07:30:42.0,
3_17,3.403,0,2015-12-05 07:30:42.0,
3_18,3.396,0,2015-12-05 07:30:42.0,
3_19,3.396,0,2015-12-05 07:30:42.0,
3_20,3.401,0,2015-12-05 07:30:42.0,
3_21,3.409,0,2015-12-05 07:30:42.0,
3_22,3.399,0,2015-12-05 07:30:42.0,
3_23,3.399,0,2015-12-05 07:30:42.0,
3_24,3.399,0,2015-12-05 07:30:42.0,
4_1,3.398,57,2015-12-05 07:30:42.0,
4_2,3.397,57,2015-12-05 07:30:42.0,
4_3,3.399,0,2015-12-05 07:30:42.0,
4_4,3.409,0,2015-12-05 07:30:42.0,
4_5,3.402,0,2015-12-05 07:30:42.0,
4_6,3.4,0,2015-12-05 07:30:42.0,
4_7,3.399,0,2015-12-05 07:30:42.0,
4_8,3.398,0,2015-12-05 07:30:42.0,
4_9,3.4,0,2015-12-05 07:30:42.0,
4_10,3.399,0,2015-12-05 07:30:42.0,
4_11,3.4,0,2015-12-05 07:30:42.0,
4_12,3.404,0,2015-12-05 07:30:42.0,
4_13,3.41,0,2015-12-05 07:30:42.0,
4_14,3.4,0,2015-12-05 07:30:42.0,
4_15,3.399,0,2015-12-05 07:30:42.0,
4_16,3.4,0,2015-12-05 07:30:42.0,
5_1,3.396,59,2015-12-05 07:30:42.0,
5_2,3.396,57,2015-12-05 07:30:42.0,
5_3,3.399,0,2015-12-05 07:30:42.0,
5_4,3.409,0,2015-12-05 07:30:42.0,
5_5,3.398,0,2015-12-05 07:30:42.0,
5_6,3.396,0,2015-12-05 07:30:42.0,
5_7,3.393,0,2015-12-05 07:30:42.0,
5_8,3.401,0,2015-12-05 07:30:42.0,
5_9,3.397,0,2015-12-05 07:30:42.0,
5_10,3.397,0,2015-12-05 07:30:42.0,
5_11,3.399,0,2015-12-05 07:30:42.0,
5_12,3.402,0,2015-12-05 07:30:42.0,
5_13,3.402,0,2015-12-05 07:30:42.0,
5_14,3.398,0,2015-12-05 07:30:42.0,
5_15,3.397,0,2015-12-05 07:30:42.0,
5_16,3.397,0,2015-12-05 07:30:42.0,
5_17,3.402,0,2015-12-05 07:30:42.0,
5_18,3.393,0,2015-12-05 07:30:42.0,
5_19,3.396,0,2015-12-05 07:30:42.0,
5_20,3.4,0,2015-12-05 07:30:42.0,
5_21,3.408,0,2015-12-05 07:30:42.0,
5_22,3.397,0,2015-12-05 07:30:42.0,
5_23,3.396,0,2015-12-05 07:30:42.0,
5_24,3.397,0,2015-12-05 07:30:42.0,
6_1,3.402,59,2015-12-05 07:30:42.0,
6_2,3.4,57,2015-12-05 07:30:42.0,
6_3,3.402,0,2015-12-05 07:30:42.0,
6_4,3.414,0,2015-12-05 07:30:42.0,
6_5,3.403,0,2015-12-05 07:30:42.0,
6_6,3.399,0,2015-12-05 07:30:42.0,
6_7,3.397,0,2015-12-05 07:30:42.0,
6_8,3.405,0,2015-12-05 07:30:42.0,
6_9,3.402,0,2015-12-05 07:30:42.0,
6_10,3.4,0,2015-12-05 07:30:42.0,
6_11,3.402,0,2015-12-05 07:30:42.0,
6_12,3.407,0,2015-12-05 07:30:42.0,
6_13,3.402,0,2015-12-05 07:30:42.0,
6_14,3.399,0,2015-12-05 07:30:42.0,
6_15,3.396,0,2015-12-05 07:30:42.0,
6_16,3.399,0,2015-12-05 07:30:42.0,
6_17,3.402,0,2015-12-05 07:30:42.0,
6_18,3.394,0,2015-12-05 07:30:42.0,
6_19,3.396,0,2015-12-05 07:30:42.0,
6_20,3.399,0,2015-12-05 07:30:42.0,
6_21,3.409,0,2015-12-05 07:30:42.0,
6_22,3.399,0,2015-12-05 07:30:42.0,
6_23,3.396,0,2015-12-05 07:30:42.0,
6_24,3.399,0,2015-12-05 07:30:42.0,
7_1,3.402,57,2015-12-05 07:30:42.0,
7_2,3.402,56,2015-12-05 07:30:42.0,
7_3,3.403,0,2015-12-05 07:30:42.0,
7_4,3.416,0,2015-12-05 07:30:42.0,
7_5,3.408,0,2015-12-05 07:30:42.0,
7_6,3.405,0,2015-12-05 07:30:42.0,
7_7,3.403,0,2015-12-05 07:30:42.0,
7_8,3.403,0,2015-12-05 07:30:42.0,
7_9,3.396,0,2015-12-05 07:30:42.0,
7_10,3.399,0,2015-12-05 07:30:42.0,
7_11,3.399,0,2015-12-05 07:30:42.0,
7_12,3.402,0,2015-12-05 07:30:42.0,
7_13,3.408,0,2015-12-05 07:30:42.0,
7_14,3.399,0,2015-12-05 07:30:42.0,
7_15,3.397,0,2015-12-05 07:30:42.0,
7_16,3.399,0,2015-12-05 07:30:42.0,
8_1,3.402,54,2015-12-05 07:30:42.0,
8_2,3.403,54,2015-12-05 07:30:42.0,
8_3,3.405,0,2015-12-05 07:30:42.0,
8_4,3.417,0,2015-12-05 07:30:42.0,
8_5,3.41,0,2015-12-05 07:30:42.0,
8_6,3.407,0,2015-12-05 07:30:42.0,
8_7,3.403,0,2015-12-05 07:30:42.0,
8_8,3.401,0,2015-12-05 07:30:42.0,
8_9,3.4,0,2015-12-05 07:30:42.0,
8_10,3.4,0,2015-12-05 07:30:42.0,
8_11,3.403,0,2015-12-05 07:30:42.0,
8_12,3.407,0,2015-12-05 07:30:42.0,
8_13,3.412,0,2015-12-05 07:30:42.0,
8_14,3.403,0,2015-12-05 07:30:42.0,
8_15,3.4,0,2015-12-05 07:30:42.0,
8_16,3.401,0,2015-12-05 07:30:42.0,
9_1,3.397,57,2015-12-05 07:30:42.0,
9_2,3.396,57,2015-12-05 07:30:42.0,
9_3,3.397,0,2015-12-05 07:30:42.0,
9_4,3.407,0,2015-12-05 07:30:42.0,
9_5,3.399,0,2015-12-05 07:30:42.0,
9_6,3.397,0,2015-12-05 07:30:42.0,
9_7,3.396,0,2015-12-05 07:30:42.0,
9_8,3.397,0,2015-12-05 07:30:42.0,
9_9,3.4,0,2015-12-05 07:30:42.0,
9_10,3.4,0,2015-12-05 07:30:42.0,
9_11,3.399,0,2015-12-05 07:30:42.0,
9_12,3.402,0,2015-12-05 07:30:42.0,
9_13,3.409,0,2015-12-05 07:30:42.0,
9_14,3.4,0,2015-12-05 07:30:42.0,
9_15,3.399,0,2015-12-05 07:30:42.0,
9_16,3.399,0,2015-12-05 07:30:42.0,
8_7,3.57,0,2015-12-05 08:30:46.0,
8_8,3.567,0,2015-12-05 08:30:46.0,
8_9,3.583,0,2015-12-05 08:30:46.0,
8_10,3.57,0,2015-12-05 08:30:46.0,
8_11,3.6,0,2015-12-05 08:30:46.0,
8_12,3.7,0,2015-12-05 08:30:46.0,
8_13,3.715,0,2015-12-05 08:30:46.0,
8_14,3.624,0,2015-12-05 08:30:46.0,
8_15,3.591,0,2015-12-05 08:30:46.0,
8_16,3.617,0,2015-12-05 08:30:46.0,
9_1,3.529,57,2015-12-05 08:30:46.0,
9_2,3.464,57,2015-12-05 08:30:46.0,
9_3,3.505,0,2015-12-05 08:30:46.0,
9_4,3.545,0,2015-12-05 08:30:46.0,
9_5,3.54,0,2015-12-05 08:30:46.0,
9_6,3.487,0,2015-12-05 08:30:46.0,
9_7,3.481,0,2015-12-05 08:30:46.0,
9_8,3.531,0,2015-12-05 08:30:46.0,
9_9,3.532,0,2015-12-05 08:30:46.0,
9_10,3.504,0,2015-12-05 08:30:46.0,
9_11,3.494,0,2015-12-05 08:30:46.0,
9_12,3.54,0,2015-12-05 08:30:46.0,
9_13,3.545,0,2015-12-05 08:30:46.0,
9_14,3.513,0,2015-12-05 08:30:46.0,
9_15,3.51,0,2015-12-05 08:30:46.0,
9_16,3.546,0,2015-12-05 08:30:46.0,
1_1,3.498,59,2015-12-05 08:30:46.0,
1_2,3.471,57,2015-12-05 08:30:46.0,
1_3,3.485,0,2015-12-05 08:30:46.0,
1_4,3.525,0,2015-12-05 08:30:46.0,
1_5,3.536,0,2015-12-05 08:30:46.0,
1_6,3.495,0,2015-12-05 08:30:46.0,
1_7,3.471,0,2015-12-05 08:30:46.0,
1_8,3.495,0,2015-12-05 08:30:46.0,
1_9,3.486,0,2015-12-05 08:30:46.0,
1_10,3.463,0,2015-12-05 08:30:46.0,
1_11,3.467,0,2015-12-05 08:30:46.0,
1_12,3.493,0,2015-12-05 08:30:46.0,
1_13,3.503,0,2015-12-05 08:30:46.0,
1_14,3.474,0,2015-12-05 08:30:46.0,
1_15,3.466,0,2015-12-05 08:30:46.0,
1_16,3.479,0,2015-12-05 08:30:46.0,
2_1,3.514,56,2015-12-05 08:30:46.0,
2_2,3.504,54,2015-12-05 08:30:46.0,
2_3,3.543,0,2015-12-05 08:30:46.0,
2_4,3.657,0,2015-12-05 08:30:46.0,
2_5,3.674,0,2015-12-05 08:30:46.0,
2_6,3.55,0,2015-12-05 08:30:46.0,
2_7,3.516,0,2015-12-05 08:30:46.0,
2_8,3.508,0,2015-12-05 08:30:46.0,
2_9,3.537,0,2015-12-05 08:30:46.0,
2_10,3.507,0,2015-12-05 08:30:46.0,
2_11,3.543,0,2015-12-05 08:30:46.0,
2_12,3.64,0,2015-12-05 08:30:46.0,
2_13,3.645,0,2015-12-05 08:30:46.0,
2_14,3.562,0,2015-12-05 08:30:46.0,
2_15,3.508,0,2015-12-05 08:30:46.0,
2_16,3.535,0,2015-12-05 08:30:46.0,
3_1,3.499,57,2015-12-05 08:30:46.0,
3_2,3.478,56,2015-12-05 08:30:46.0,
3_3,3.495,0,2015-12-05 08:30:46.0,
3_4,3.571,0,2015-12-05 08:30:46.0,
3_5,3.543,0,2015-12-05 08:30:46.0,
3_6,3.477,0,2015-12-05 08:30:46.0,
3_7,3.461,0,2015-12-05 08:30:46.0,
3_8,3.473,0,2015-12-05 08:30:46.0,
3_9,3.512,0,2015-12-05 08:30:46.0,
3_10,3.478,0,2015-12-05 08:30:46.0,
3_11,3.507,0,2015-12-05 08:30:46.0,
3_12,3.601,0,2015-12-05 08:30:46.0,
3_13,3.436,0,2015-12-05 08:30:46.0,
3_14,3.504,0,2015-12-05 08:30:46.0,
3_15,3.507,0,2015-12-05 08:30:46.0,
3_16,3.507,0,2015-12-05 08:30:46.0,
3_17,3.477,0,2015-12-05 08:30:46.0,
3_18,3.462,0,2015-12-05 08:30:46.0,
3_19,3.463,0,2015-12-05 08:30:46.0,
3_20,3.519,0,2015-12-05 08:30:46.0,
3_21,3.555,0,2015-12-05 08:30:46.0,
3_22,3.489,0,2015-12-05 08:30:46.0,
3_23,3.492,0,2015-12-05 08:30:46.0,
3_24,3.523,0,2015-12-05 08:30:46.0,
4_1,3.516,57,2015-12-05 08:30:46.0,
4_2,3.483,57,2015-12-05 08:30:46.0,
4_3,3.512,0,2015-12-05 08:30:46.0,
4_4,3.603,0,2015-12-05 08:30:46.0,
4_5,3.586,0,2015-12-05 08:30:46.0,
4_6,3.527,0,2015-12-05 08:30:46.0,
4_7,3.511,0,2015-12-05 08:30:46.0,
4_8,3.523,0,2015-12-05 08:30:46.0,
4_9,3.542,0,2015-12-05 08:30:46.0,
4_10,3.515,0,2015-12-05 08:30:46.0,
4_11,3.519,0,2015-12-05 08:30:46.0,
4_12,3.595,0,2015-12-05 08:30:46.0,
4_13,3.624,0,2015-12-05 08:30:46.0,
4_14,3.474,0,2015-12-05 08:30:46.0,
4_15,3.499,0,2015-12-05 08:30:46.0,
4_16,3.573,0,2015-12-05 08:30:46.0,
5_1,3.495,59,2015-12-05 08:30:46.0,
5_2,3.467,57,2015-12-05 08:30:46.0,
5_3,3.483,0,2015-12-05 08:30:46.0,
5_4,3.537,0,2015-12-05 08:30:46.0,
5_5,3.505,0,2015-12-05 08:30:46.0,
5_6,3.451,0,2015-12-05 08:30:46.0,
5_7,3.445,0,2015-12-05 08:30:46.0,
5_8,3.479,0,2015-12-05 08:30:46.0,
5_9,3.501,0,2015-12-05 08:30:46.0,
5_10,3.492,0,2015-12-05 08:30:46.0,
5_11,3.497,0,2015-12-05 08:30:46.0,
5_12,3.561,0,2015-12-05 08:30:46.0,
5_13,3.566,0,2015-12-05 08:30:46.0,
5_14,3.478,0,2015-12-05 08:30:46.0,
5_15,3.48,0,2015-12-05 08:30:46.0,
5_16,3.443,0,2015-12-05 08:30:46.0,
5_17,3.479,0,2015-12-05 08:30:46.0,
5_18,3.447,0,2015-12-05 08:30:46.0,
5_19,3.464,0,2015-12-05 08:30:46.0,
5_20,3.512,0,2015-12-05 08:30:46.0,
5_21,3.525,0,2015-12-05 08:30:46.0,
5_22,3.485,0,2015-12-05 08:30:46.0,
5_23,3.474,0,2015-12-05 08:30:46.0,
5_24,3.519,0,2015-12-05 08:30:46.0,
6_1,3.525,59,2015-12-05 08:30:46.0,
6_2,3.486,57,2015-12-05 08:30:46.0,
6_3,3.5,0,2015-12-05 08:30:46.0,
6_4,3.611,0,2015-12-05 08:30:46.0,
6_5,3.534,0,2015-12-05 08:30:46.0,
6_6,3.463,0,2015-12-05 08:30:46.0,
6_7,3.458,0,2015-12-05 08:30:46.0,
6_8,3.488,0,2015-12-05 08:30:46.0,
6_9,3.507,0,2015-12-05 08:30:46.0,
6_10,3.478,0,2015-12-05 08:30:46.0,
6_11,3.5,0,2015-12-05 08:30:46.0,
6_12,3.612,0,2015-12-05 08:30:46.0,
6_13,3.592,0,2015-12-05 08:30:46.0,
6_14,3.499,0,2015-12-05 08:30:46.0,
6_15,3.47,0,2015-12-05 08:30:46.0,
6_16,3.506,0,2015-12-05 08:30:46.0,
6_17,3.488,0,2015-12-05 08:30:46.0,
6_18,3.462,0,2015-12-05 08:30:46.0,
6_19,3.476,0,2015-12-05 08:30:46.0,
6_20,3.54,0,2015-12-05 08:30:46.0,
6_21,3.576,0,2015-12-05 08:30:46.0,
6_22,3.513,0,2015-12-05 08:30:46.0,
6_23,3.495,0,2015-12-05 08:30:46.0,
6_24,3.532,0,2015-12-05 08:30:46.0,
7_1,3.533,57,2015-12-05 08:30:46.0,
7_2,3.502,56,2015-12-05 08:30:46.0,
7_3,3.497,0,2015-12-05 08:30:46.0,
7_4,3.633,0,2015-12-05 08:30:46.0,
7_5,3.606,0,2015-12-05 08:30:46.0,
7_6,3.534,0,2015-12-05 08:30:46.0,
7_7,3.516,0,2015-12-05 08:30:46.0,
7_8,3.541,0,2015-12-05 08:30:46.0,
7_9,3.568,0,2015-12-05 08:30:46.0,
7_10,3.54,0,2015-12-05 08:30:46.0,
7_11,3.536,0,2015-12-05 08:30:46.0,
7_12,3.628,0,2015-12-05 08:30:46.0,
7_13,3.642,0,2015-12-05 08:30:46.0,
7_14,3.529,0,2015-12-05 08:30:46.0,
7_15,3.514,0,2015-12-05 08:30:46.0,
7_16,3.579,0,2015-12-05 08:30:46.0,
8_1,3.625,54,2015-12-05 08:30:46.0,
8_2,3.566,54,2015-12-05 08:30:46.0,
8_3,3.589,0,2015-12-05 08:30:46.0,
8_4,3.5,0,2015-12-05 08:30:46.0,
8_5,3.695,0,2015-12-05 08:30:46.0,
8_6,3.595,0,2015-12-05 08:30:46.0,
1_1,3.405,57,2015-12-05 09:00:45.0,
1_2,3.391,57,2015-12-05 09:00:45.0,
1_3,3.399,0,2015-12-05 09:00:45.0,
1_4,3.414,0,2015-12-05 09:00:45.0,
1_5,3.421,0,2015-12-05 09:00:45.0,
1_6,3.4,0,2015-12-05 09:00:45.0,
1_7,3.391,0,2015-12-05 09:00:45.0,
1_8,3.403,0,2015-12-05 09:00:45.0,
1_9,3.396,0,2015-12-05 09:00:45.0,
1_10,3.381,0,2015-12-05 09:00:45.0,
1_11,3.384,0,2015-12-05 09:00:45.0,
1_12,3.396,0,2015-12-05 09:00:45.0,
1_13,3.402,0,2015-12-05 09:00:45.0,
1_14,3.39,0,2015-12-05 09:00:45.0,
1_15,3.387,0,2015-12-05 09:00:45.0,
1_16,3.393,0,2015-12-05 09:00:45.0,
2_1,3.408,56,2015-12-05 09:00:45.0,
2_2,3.4,54,2015-12-05 09:00:45.0,
2_3,3.411,0,2015-12-05 09:00:45.0,
2_4,3.441,0,2015-12-05 09:00:45.0,
2_5,3.448,0,2015-12-05 09:00:45.0,
2_6,3.42,0,2015-12-05 09:00:45.0,
2_7,3.404,0,2015-12-05 09:00:45.0,
2_8,3.403,0,2015-12-05 09:00:45.0,
2_9,3.417,0,2015-12-05 09:00:45.0,
2_10,3.405,0,2015-12-05 09:00:45.0,
2_11,3.418,0,2015-12-05 09:00:45.0,
2_12,3.444,0,2015-12-05 09:00:45.0,
2_13,3.444,0,2015-12-05 09:00:45.0,
2_14,3.423,0,2015-12-05 09:00:45.0,
2_15,3.404,0,2015-12-05 09:00:45.0,
2_16,3.418,0,2015-12-05 09:00:45.0,
3_1,3.401,57,2015-12-05 09:00:45.0,
3_2,3.385,56,2015-12-05 09:00:45.0,
3_3,3.399,0,2015-12-05 09:00:45.0,
3_4,3.424,0,2015-12-05 09:00:45.0,
3_5,3.419,0,2015-12-05 09:00:45.0,
3_6,3.39,0,2015-12-05 09:00:45.0,
3_7,3.381,0,2015-12-05 09:00:45.0,
3_8,3.39,0,2015-12-05 09:00:45.0,
3_9,3.403,0,2015-12-05 09:00:45.0,
3_10,3.39,0,2015-12-05 09:00:45.0,
3_11,3.404,0,2015-12-05 09:00:45.0,
3_12,3.435,0,2015-12-05 09:00:45.0,
3_13,3.357,0,2015-12-05 09:00:45.0,
3_14,3.402,0,2015-12-05 09:00:45.0,
3_15,3.397,0,2015-12-05 09:00:45.0,
3_16,3.405,0,2015-12-05 09:00:45.0,
3_17,3.391,0,2015-12-05 09:00:45.0,
3_18,3.383,0,2015-12-05 09:00:45.0,
3_19,3.384,0,2015-12-05 09:00:45.0,
3_20,3.414,0,2015-12-05 09:00:45.0,
3_21,3.423,0,2015-12-05 09:00:45.0,
3_22,3.395,0,2015-12-05 09:00:45.0,
3_23,3.394,0,2015-12-05 09:00:45.0,
3_24,3.412,0,2015-12-05 09:00:45.0,
4_1,3.412,57,2015-12-05 09:00:45.0,
4_2,3.394,57,2015-12-05 09:00:45.0,
4_3,3.41,0,2015-12-05 09:00:45.0,
4_4,3.44,0,2015-12-05 09:00:45.0,
4_5,3.438,0,2015-12-05 09:00:45.0,
4_6,3.415,0,2015-12-05 09:00:45.0,
4_7,3.405,0,2015-12-05 09:00:45.0,
4_8,3.417,0,2015-12-05 09:00:45.0,
4_9,3.424,0,2015-12-05 09:00:45.0,
4_10,3.411,0,2015-12-05 09:00:45.0,
4_11,3.415,0,2015-12-05 09:00:45.0,
4_12,3.439,0,2015-12-05 09:00:45.0,
4_13,3.448,0,2015-12-05 09:00:45.0,
4_14,3.384,0,2015-12-05 09:00:45.0,
4_15,3.408,0,2015-12-05 09:00:45.0,
4_16,3.427,0,2015-12-05 09:00:45.0,
5_1,3.402,59,2015-12-05 09:00:45.0,
5_2,3.387,57,2015-12-05 09:00:45.0,
5_3,3.393,0,2015-12-05 09:00:45.0,
5_4,3.415,0,2015-12-05 09:00:45.0,
5_5,3.406,0,2015-12-05 09:00:45.0,
5_6,3.373,0,2015-12-05 09:00:45.0,
5_7,3.374,0,2015-12-05 09:00:45.0,
5_8,3.39,0,2015-12-05 09:00:45.0,
5_9,3.405,0,2015-12-05 09:00:45.0,
5_10,3.396,0,2015-12-05 09:00:45.0,
5_11,3.403,0,2015-12-05 09:00:45.0,
5_12,3.426,0,2015-12-05 09:00:45.0,
5_13,3.426,0,2015-12-05 09:00:45.0,
5_14,3.393,0,2015-12-05 09:00:45.0,
5_15,3.393,0,2015-12-05 09:00:45.0,
5_16,3.364,0,2015-12-05 09:00:45.0,
5_17,3.39,0,2015-12-05 09:00:45.0,
5_18,3.375,0,2015-12-05 09:00:45.0,
5_19,3.384,0,2015-12-05 09:00:45.0,
5_20,3.411,0,2015-12-05 09:00:45.0,
5_21,3.414,0,2015-12-05 09:00:45.0,
5_22,3.396,0,2015-12-05 09:00:45.0,
5_23,3.393,0,2015-12-05 09:00:45.0,
5_24,3.414,0,2015-12-05 09:00:45.0,
6_1,3.414,59,2015-12-05 09:00:45.0,
6_2,3.396,57,2015-12-05 09:00:45.0,
6_3,3.406,0,2015-12-05 09:00:45.0,
6_4,3.441,0,2015-12-05 09:00:45.0,
6_5,3.421,0,2015-12-05 09:00:45.0,
6_6,3.387,0,2015-12-05 09:00:45.0,
6_7,3.381,0,2015-12-05 09:00:45.0,
6_8,3.396,0,2015-12-05 09:00:45.0,
6_9,3.408,0,2015-12-05 09:00:45.0,
6_10,3.393,0,2015-12-05 09:00:45.0,
6_11,3.401,0,2015-12-05 09:00:45.0,
6_12,3.44,0,2015-12-05 09:00:45.0,
6_13,3.436,0,2015-12-05 09:00:45.0,
6_14,3.404,0,2015-12-05 09:00:45.0,
6_15,3.389,0,2015-12-05 09:00:45.0,
6_16,3.408,0,2015-12-05 09:00:45.0,
6_17,3.4,0,2015-12-05 09:00:45.0,
6_18,3.387,0,2015-12-05 09:00:45.0,
6_19,3.393,0,2015-12-05 09:00:45.0,
6_20,3.422,0,2015-12-05 09:00:45.0,
6_21,3.429,0,2015-12-05 09:00:45.0,
6_22,3.411,0,2015-12-05 09:00:45.0,
6_23,3.405,0,2015-12-05 09:00:45.0,
6_24,3.42,0,2015-12-05 09:00:45.0,
7_1,3.418,56,2015-12-05 09:00:45.0,
7_2,3.404,56,2015-12-05 09:00:45.0,
7_3,3.402,0,2015-12-05 09:00:45.0,
7_4,3.444,0,2015-12-05 09:00:45.0,
7_5,3.436,0,2015-12-05 09:00:45.0,
7_6,3.415,0,2015-12-05 09:00:45.0,
7_7,3.402,0,2015-12-05 09:00:45.0,
7_8,3.42,0,2015-12-05 09:00:45.0,
7_9,3.429,0,2015-12-05 09:00:45.0,
7_10,3.421,0,2015-12-05 09:00:45.0,
7_11,3.42,0,2015-12-05 09:00:45.0,
7_12,3.444,0,2015-12-05 09:00:45.0,
7_13,3.449,0,2015-12-05 09:00:45.0,
7_14,3.417,0,2015-12-05 09:00:45.0,
7_15,3.412,0,2015-12-05 09:00:45.0,
7_16,3.434,0,2015-12-05 09:00:45.0,
8_1,3.444,54,2015-12-05 09:00:45.0,
8_2,3.427,54,2015-12-05 09:00:45.0,
8_3,3.43,0,2015-12-05 09:00:45.0,
8_4,3.386,0,2015-12-05 09:00:45.0,
8_5,3.453,0,2015-12-05 09:00:45.0,
8_6,3.426,0,2015-12-05 09:00:45.0,
8_7,3.429,0,2015-12-05 09:00:45.0,
8_8,3.427,0,2015-12-05 09:00:45.0,
8_9,3.432,0,2015-12-05 09:00:45.0,
8_10,3.43,0,2015-12-05 09:00:45.0,
8_11,3.436,0,2015-12-05 09:00:45.0,
8_12,3.457,0,2015-12-05 09:00:45.0,
8_13,3.461,0,2015-12-05 09:00:45.0,
8_14,3.443,0,2015-12-05 09:00:45.0,
8_15,3.436,0,2015-12-05 09:00:45.0,
8_16,3.443,0,2015-12-05 09:00:45.0,
9_1,3.415,57,2015-12-05 09:00:45.0,
9_2,3.384,57,2015-12-05 09:00:45.0,
9_3,3.408,0,2015-12-05 09:00:45.0,
9_4,3.421,0,2015-12-05 09:00:45.0,
9_5,3.42,0,2015-12-05 09:00:45.0,
9_6,3.396,0,2015-12-05 09:00:45.0,
9_7,3.397,0,2015-12-05 09:00:45.0,
9_8,3.418,0,2015-12-05 09:00:45.0,
9_9,3.423,0,2015-12-05 09:00:45.0,
9_10,3.399,0,2015-12-05 09:00:45.0,
9_11,3.404,0,2015-12-05 09:00:45.0,
9_12,3.424,0,2015-12-05 09:00:45.0,
9_13,3.421,0,2015-12-05 09:00:45.0,
9_14,3.411,0,2015-12-05 09:00:45.0,
9_15,3.405,0,2015-12-05 09:00:45.0,
9_16,3.429,0,2015-12-05 09:00:45.0,
1_1,3.176,64,2015-12-05 14:51:25.0,
1_2,3.175,62,2015-12-05 14:51:25.0,
1_3,3.172,0,2015-12-05 14:51:25.0,
1_4,3.124,0,2015-12-05 14:51:25.0,
1_5,3.173,0,2015-12-05 14:51:25.0,
1_6,3.173,0,2015-12-05 14:51:25.0,
1_7,3.17,0,2015-12-05 14:51:25.0,
1_8,3.175,0,2015-12-05 14:51:25.0,
1_9,3.172,0,2015-12-05 14:51:25.0,
1_10,3.168,0,2015-12-05 14:51:25.0,
1_11,3.172,0,2015-12-05 14:51:25.0,
1_12,3.172,0,2015-12-05 14:51:25.0,
1_13,3.132,0,2015-12-05 14:51:25.0,
1_14,3.173,0,2015-12-05 14:51:25.0,
1_15,3.175,0,2015-12-05 14:51:25.0,
1_16,3.173,0,2015-12-05 14:51:25.0,
2_1,3.19,62,2015-12-05 14:51:25.0,
2_2,3.187,60,2015-12-05 14:51:25.0,
2_3,3.186,0,2015-12-05 14:51:25.0,
2_4,3.151,0,2015-12-05 14:51:25.0,
2_5,3.186,0,2015-12-05 14:51:25.0,
2_6,3.185,0,2015-12-05 14:51:25.0,
2_7,3.186,0,2015-12-05 14:51:25.0,
2_8,3.187,0,2015-12-05 14:51:25.0,
2_9,3.191,0,2015-12-05 14:51:25.0,
2_10,3.19,0,2015-12-05 14:51:25.0,
2_11,3.188,0,2015-12-05 14:51:25.0,
2_12,3.187,0,2015-12-05 14:51:25.0,
2_13,3.158,0,2015-12-05 14:51:25.0,
2_14,3.188,0,2015-12-05 14:51:25.0,
2_15,3.189,0,2015-12-05 14:51:25.0,
2_16,3.19,0,2015-12-05 14:51:25.0,
3_1,3.188,62,2015-12-05 14:51:25.0,
3_2,3.181,60,2015-12-05 14:51:25.0,
3_3,3.177,0,2015-12-05 14:51:25.0,
3_4,3.15,0,2015-12-05 14:51:25.0,
3_5,3.175,0,2015-12-05 14:51:25.0,
3_6,3.177,0,2015-12-05 14:51:25.0,
