FIRSTBOXNUM_BATTERYNUM,VOLTAGEVALUE,TEMPREATUREVALUE,RECEIVETIME,
7_14,3.27,0,2015-12-19 17:40:22.0,
7_15,3.27,0,2015-12-19 17:40:22.0,
7_16,3.269,0,2015-12-19 17:40:22.0,
8_1,3.27,60,2015-12-19 17:40:22.0,
8_2,3.272,60,2015-12-19 17:40:22.0,
8_3,3.271,0,2015-12-19 17:40:22.0,
8_4,3.27,0,2015-12-19 17:40:22.0,
8_5,3.27,0,2015-12-19 17:40:22.0,
8_6,3.271,0,2015-12-19 17:40:22.0,
8_7,3.271,0,2015-12-19 17:40:22.0,
8_8,3.27,0,2015-12-19 17:40:22.0,
8_9,3.27,0,2015-12-19 17:40:22.0,
8_10,3.27,0,2015-12-19 17:40:22.0,
8_11,3.27,0,2015-12-19 17:40:22.0,
8_12,3.27,0,2015-12-19 17:40:22.0,
8_13,3.268,0,2015-12-19 17:40:22.0,
8_14,3.27,0,2015-12-19 17:40:22.0,
8_15,3.27,0,2015-12-19 17:40:22.0,
8_16,3.269,0,2015-12-19 17:40:22.0,
9_1,3.27,62,2015-12-19 17:40:22.0,
9_2,3.271,62,2015-12-19 17:40:22.0,
9_3,3.272,0,2015-12-19 17:40:22.0,
9_4,3.27,0,2015-12-19 17:40:22.0,
9_5,3.27,0,2015-12-19 17:40:22.0,
9_6,3.271,0,2015-12-19 17:40:22.0,
9_7,3.272,0,2015-12-19 17:40:22.0,
9_8,3.27,0,2015-12-19 17:40:22.0,
9_9,3.273,0,2015-12-19 17:40:22.0,
9_10,3.274,0,2015-12-19 17:40:22.0,
9_11,3.273,0,2015-12-19 17:40:22.0,
9_12,3.273,0,2015-12-19 17:40:22.0,
9_13,3.272,0,2015-12-19 17:40:22.0,
9_14,3.274,0,2015-12-19 17:40:22.0,
9_15,3.274,0,2015-12-19 17:40:22.0,
9_16,3.273,0,2015-12-19 17:40:22.0,
1_1,3.318,62,2015-12-19 18:10:23.0,
1_2,3.319,62,2015-12-19 18:10:23.0,
1_3,3.32,0,2015-12-19 18:10:23.0,
1_4,3.333,0,2015-12-19 18:10:23.0,
1_5,3.319,0,2015-12-19 18:10:23.0,
1_6,3.321,0,2015-12-19 18:10:23.0,
1_7,3.319,0,2015-12-19 18:10:23.0,
1_8,3.317,0,2015-12-19 18:10:23.0,
1_9,3.337,0,2015-12-19 18:10:23.0,
1_10,3.34,0,2015-12-19 18:10:23.0,
1_11,3.34,0,2015-12-19 18:10:23.0,
1_12,3.338,0,2015-12-19 18:10:23.0,
1_13,3.331,0,2015-12-19 18:10:23.0,
1_14,3.322,0,2015-12-19 18:10:23.0,
1_15,3.32,0,2015-12-19 18:10:23.0,
1_16,3.317,0,2015-12-19 18:10:23.0,
2_1,3.308,60,2015-12-19 18:10:23.0,
2_2,3.31,60,2015-12-19 18:10:23.0,
2_3,3.307,0,2015-12-19 18:10:23.0,
2_4,3.323,0,2015-12-19 18:10:23.0,
2_5,3.313,0,2015-12-19 18:10:23.0,
2_6,3.309,0,2015-12-19 18:10:23.0,
2_7,3.311,0,2015-12-19 18:10:23.0,
2_8,3.313,0,2015-12-19 18:10:23.0,
2_9,3.306,0,2015-12-19 18:10:23.0,
2_10,3.31,0,2015-12-19 18:10:23.0,
2_11,3.313,0,2015-12-19 18:10:23.0,
2_12,3.31,0,2015-12-19 18:10:23.0,
2_13,3.318,0,2015-12-19 18:10:23.0,
2_14,3.313,0,2015-12-19 18:10:23.0,
2_15,3.313,0,2015-12-19 18:10:23.0,
2_16,3.309,0,2015-12-19 18:10:23.0,
3_1,3.301,62,2015-12-19 18:10:23.0,
3_2,3.306,60,2015-12-19 18:10:23.0,
3_3,3.304,0,2015-12-19 18:10:23.0,
3_4,3.31,0,2015-12-19 18:10:23.0,
3_5,3.302,0,2015-12-19 18:10:23.0,
3_6,3.304,0,2015-12-19 18:10:23.0,
3_7,3.302,0,2015-12-19 18:10:23.0,
3_8,3.31,0,2015-12-19 18:10:23.0,
3_9,3.303,0,2015-12-19 18:10:23.0,
3_10,3.303,0,2015-12-19 18:10:23.0,
3_11,3.303,0,2015-12-19 18:10:23.0,
3_12,3.303,0,2015-12-19 18:10:23.0,
3_13,3.307,0,2015-12-19 18:10:23.0,
3_14,3.309,0,2015-12-19 18:10:23.0,
3_15,3.311,0,2015-12-19 18:10:23.0,
3_16,3.306,0,2015-12-19 18:10:23.0,
3_17,3.31,0,2015-12-19 18:10:23.0,
3_18,3.307,0,2015-12-19 18:10:23.0,
3_19,3.307,0,2015-12-19 18:10:23.0,
3_20,3.303,0,2015-12-19 18:10:23.0,
3_21,3.299,0,2015-12-19 18:10:23.0,
3_22,3.295,0,2015-12-19 18:10:23.0,
3_23,3.296,0,2015-12-19 18:10:23.0,
3_24,3.293,0,2015-12-19 18:10:23.0,
4_1,3.335,62,2015-12-19 18:10:23.0,
4_2,3.337,60,2015-12-19 18:10:23.0,
4_3,3.34,0,2015-12-19 18:10:23.0,
4_4,3.357,0,2015-12-19 18:10:23.0,
4_5,3.338,0,2015-12-19 18:10:23.0,
4_6,3.341,0,2015-12-19 18:10:23.0,
4_7,3.34,0,2015-12-19 18:10:23.0,
4_8,3.336,0,2015-12-19 18:10:23.0,
4_9,3.338,0,2015-12-19 18:10:23.0,
4_10,3.339,0,2015-12-19 18:10:23.0,
4_11,3.338,0,2015-12-19 18:10:23.0,
4_12,3.342,0,2015-12-19 18:10:23.0,
4_13,3.359,0,2015-12-19 18:10:23.0,
4_14,3.341,0,2015-12-19 18:10:23.0,
4_15,3.341,0,2015-12-19 18:10:23.0,
4_16,3.339,0,2015-12-19 18:10:23.0,
5_1,3.339,62,2015-12-19 18:10:23.0,
5_2,3.339,61,2015-12-19 18:10:23.0,
5_3,3.345,0,2015-12-19 18:10:23.0,
5_4,3.362,0,2015-12-19 18:10:23.0,
5_5,3.337,0,2015-12-19 18:10:23.0,
5_6,3.343,0,2015-12-19 18:10:23.0,
5_7,3.341,0,2015-12-19 18:10:23.0,
5_8,3.36,0,2015-12-19 18:10:23.0,
5_9,3.341,0,2015-12-19 18:10:23.0,
5_10,3.342,0,2015-12-19 18:10:23.0,
5_11,3.341,0,2015-12-19 18:10:23.0,
5_12,3.344,0,2015-12-19 18:10:23.0,
5_13,3.342,0,2015-12-19 18:10:23.0,
5_14,3.341,0,2015-12-19 18:10:23.0,
5_15,3.34,0,2015-12-19 18:10:23.0,
5_16,3.341,0,2015-12-19 18:10:23.0,
5_17,3.36,0,2015-12-19 18:10:23.0,
5_18,3.34,0,2015-12-19 18:10:23.0,
5_19,3.346,0,2015-12-19 18:10:23.0,
5_20,3.344,0,2015-12-19 18:10:23.0,
5_21,3.361,0,2015-12-19 18:10:23.0,
5_22,3.344,0,2015-12-19 18:10:23.0,
5_23,3.34,0,2015-12-19 18:10:23.0,
5_24,3.341,0,2015-12-19 18:10:23.0,
6_1,3.333,62,2015-12-19 18:10:23.0,
6_2,3.362,60,2015-12-19 18:10:23.0,
6_3,3.348,0,2015-12-19 18:10:23.0,
6_4,3.373,0,2015-12-19 18:10:23.0,
6_5,3.346,0,2015-12-19 18:10:23.0,
6_6,3.349,0,2015-12-19 18:10:23.0,
6_7,3.349,0,2015-12-19 18:10:23.0,
6_8,3.372,0,2015-12-19 18:10:23.0,
6_9,3.346,0,2015-12-19 18:10:23.0,
6_10,3.347,0,2015-12-19 18:10:23.0,
6_11,3.347,0,2015-12-19 18:10:23.0,
6_12,3.349,0,2015-12-19 18:10:23.0,
6_13,3.346,0,2015-12-19 18:10:23.0,
6_14,3.343,0,2015-12-19 18:10:23.0,
6_15,3.342,0,2015-12-19 18:10:23.0,
6_16,3.347,0,2015-12-19 18:10:23.0,
6_17,3.363,0,2015-12-19 18:10:23.0,
6_18,3.343,0,2015-12-19 18:10:23.0,
6_19,3.346,0,2015-12-19 18:10:23.0,
6_20,3.345,0,2015-12-19 18:10:23.0,
6_21,3.365,0,2015-12-19 18:10:23.0,
6_22,3.345,0,2015-12-19 18:10:23.0,
6_23,3.346,0,2015-12-19 18:10:23.0,
6_24,3.343,0,2015-12-19 18:10:23.0,
7_1,3.348,61,2015-12-19 18:10:23.0,
7_2,3.35,60,2015-12-19 18:10:23.0,
7_3,3.351,0,2015-12-19 18:10:23.0,
7_4,3.374,0,2015-12-19 18:10:23.0,
7_5,3.349,0,2015-12-19 18:10:23.0,
7_6,3.348,0,2015-12-19 18:10:23.0,
7_7,3.346,0,2015-12-19 18:10:23.0,
7_8,3.349,0,2015-12-19 18:10:23.0,
7_9,3.34,0,2015-12-19 18:10:23.0,
7_10,3.347,0,2015-12-19 18:10:23.0,
7_11,3.346,0,2015-12-19 18:10:23.0,
7_12,3.347,0,2015-12-19 18:10:23.0,
7_13,3.368,0,2015-12-19 18:10:23.0,
7_14,3.349,0,2015-12-19 18:10:23.0,
7_15,3.346,0,2015-12-19 18:10:23.0,
7_16,3.347,0,2015-12-19 18:10:23.0,
8_1,3.349,60,2015-12-19 18:10:23.0,
8_2,3.348,60,2015-12-19 18:10:23.0,
8_3,3.352,0,2015-12-19 18:10:23.0,
8_4,3.374,0,2015-12-19 18:10:23.0,
8_5,3.348,0,2015-12-19 18:10:23.0,
8_6,3.356,0,2015-12-19 18:10:23.0,
8_7,3.353,0,2015-12-19 18:10:23.0,
8_8,3.344,0,2015-12-19 18:10:23.0,
8_9,3.346,0,2015-12-19 18:10:23.0,
8_10,3.349,0,2015-12-19 18:10:23.0,
8_11,3.348,0,2015-12-19 18:10:23.0,
8_12,3.35,0,2015-12-19 18:10:23.0,
8_13,3.373,0,2015-12-19 18:10:23.0,
8_14,3.347,0,2015-12-19 18:10:23.0,
8_15,3.348,0,2015-12-19 18:10:23.0,
8_16,3.348,0,2015-12-19 18:10:23.0,
9_1,3.34,62,2015-12-19 18:10:23.0,
9_2,3.343,60,2015-12-19 18:10:23.0,
9_3,3.342,0,2015-12-19 18:10:23.0,
9_4,3.361,0,2015-12-19 18:10:23.0,
9_5,3.317,0,2015-12-19 18:10:23.0,
9_6,3.319,0,2015-12-19 18:10:23.0,
9_7,3.318,0,2015-12-19 18:10:23.0,
9_8,3.314,0,2015-12-19 18:10:23.0,
9_9,3.318,0,2015-12-19 18:10:23.0,
9_10,3.32,0,2015-12-19 18:10:23.0,
9_11,3.321,0,2015-12-19 18:10:23.0,
9_12,3.32,0,2015-12-19 18:10:23.0,
9_13,3.331,0,2015-12-19 18:10:23.0,
9_14,3.32,0,2015-12-19 18:10:23.0,
9_15,3.32,0,2015-12-19 18:10:23.0,
9_16,3.319,0,2015-12-19 18:10:23.0,
1_1,3.31,62,2015-12-19 18:40:25.0,
1_2,3.313,62,2015-12-19 18:40:25.0,
1_3,3.313,0,2015-12-19 18:40:25.0,
1_4,3.323,0,2015-12-19 18:40:25.0,
1_5,3.31,0,2015-12-19 18:40:25.0,
1_6,3.313,0,2015-12-19 18:40:25.0,
1_7,3.313,0,2015-12-19 18:40:25.0,
1_8,3.311,0,2015-12-19 18:40:25.0,
1_9,3.309,0,2015-12-19 18:40:25.0,
1_10,3.31,0,2015-12-19 18:40:25.0,
1_11,3.312,0,2015-12-19 18:40:25.0,
1_12,3.313,0,2015-12-19 18:40:25.0,
1_13,3.327,0,2015-12-19 18:40:25.0,
1_14,3.313,0,2015-12-19 18:40:25.0,
1_15,3.312,0,2015-12-19 18:40:25.0,
1_16,3.31,0,2015-12-19 18:40:25.0,
2_1,3.303,60,2015-12-19 18:40:25.0,
2_2,3.307,60,2015-12-19 18:40:25.0,
2_3,3.308,0,2015-12-19 18:40:25.0,
2_4,3.318,0,2015-12-19 18:40:25.0,
2_5,3.304,0,2015-12-19 18:40:25.0,
2_6,3.307,0,2015-12-19 18:40:25.0,
2_7,3.307,0,2015-12-19 18:40:25.0,
2_8,3.306,0,2015-12-19 18:40:25.0,
2_9,3.306,0,2015-12-19 18:40:25.0,
2_10,3.308,0,2015-12-19 18:40:25.0,
2_11,3.306,0,2015-12-19 18:40:25.0,
2_12,3.307,0,2015-12-19 18:40:25.0,
2_13,3.319,0,2015-12-19 18:40:25.0,
2_14,3.308,0,2015-12-19 18:40:25.0,
2_15,3.307,0,2015-12-19 18:40:25.0,
2_16,3.306,0,2015-12-19 18:40:25.0,
3_1,3.303,62,2015-12-19 18:40:25.0,
3_2,3.304,60,2015-12-19 18:40:25.0,
3_3,3.304,0,2015-12-19 18:40:25.0,
3_4,3.314,0,2015-12-19 18:40:25.0,
3_5,3.305,0,2015-12-19 18:40:25.0,
3_6,3.305,0,2015-12-19 18:40:25.0,
3_7,3.304,0,2015-12-19 18:40:25.0,
3_8,3.311,0,2015-12-19 18:40:25.0,
3_9,3.302,0,2015-12-19 18:40:25.0,
3_10,3.304,0,2015-12-19 18:40:25.0,
3_11,3.303,0,2015-12-19 18:40:25.0,
3_12,3.301,0,2015-12-19 18:40:25.0,
3_13,3.301,0,2015-12-19 18:40:25.0,
3_14,3.306,0,2015-12-19 18:40:25.0,
3_15,3.307,0,2015-12-19 18:40:25.0,
3_16,3.304,0,2015-12-19 18:40:25.0,
3_17,3.313,0,2015-12-19 18:40:25.0,
3_18,3.303,0,2015-12-19 18:40:25.0,
3_19,3.306,0,2015-12-19 18:40:25.0,
3_20,3.304,0,2015-12-19 18:40:25.0,
3_21,3.313,0,2015-12-19 18:40:25.0,
3_22,3.303,0,2015-12-19 18:40:25.0,
3_23,3.304,0,2015-12-19 18:40:25.0,
3_24,3.306,0,2015-12-19 18:40:25.0,
4_1,3.291,62,2015-12-19 18:40:25.0,
4_2,3.292,62,2015-12-19 18:40:25.0,
4_3,3.292,0,2015-12-19 18:40:25.0,
4_4,3.298,0,2015-12-19 18:40:25.0,
4_5,3.291,0,2015-12-19 18:40:25.0,
4_6,3.292,0,2015-12-19 18:40:25.0,
4_7,3.292,0,2015-12-19 18:40:25.0,
4_8,3.29,0,2015-12-19 18:40:25.0,
4_9,3.291,0,2015-12-19 18:40:25.0,
4_10,3.293,0,2015-12-19 18:40:25.0,
4_11,3.292,0,2015-12-19 18:40:25.0,
4_12,3.293,0,2015-12-19 18:40:25.0,
4_13,3.299,0,2015-12-19 18:40:25.0,
4_14,3.293,0,2015-12-19 18:40:25.0,
4_15,3.295,0,2015-12-19 18:40:25.0,
4_16,3.291,0,2015-12-19 18:40:25.0,
5_1,3.277,63,2015-12-19 18:40:25.0,
5_2,3.277,62,2015-12-19 18:40:25.0,
5_3,3.279,0,2015-12-19 18:40:25.0,
5_4,3.281,0,2015-12-19 18:40:25.0,
5_5,3.277,0,2015-12-19 18:40:25.0,
5_6,3.277,0,2015-12-19 18:40:25.0,
5_7,3.277,0,2015-12-19 18:40:25.0,
5_8,3.283,0,2015-12-19 18:40:25.0,
5_9,3.279,0,2015-12-19 18:40:25.0,
5_10,3.278,0,2015-12-19 18:40:25.0,
5_11,3.277,0,2015-12-19 18:40:25.0,
5_12,3.276,0,2015-12-19 18:40:25.0,
5_13,3.283,0,2015-12-19 18:40:25.0,
5_14,3.284,0,2015-12-19 18:40:25.0,
5_15,3.285,0,2015-12-19 18:40:25.0,
5_16,3.285,0,2015-12-19 18:40:25.0,
5_17,3.28,0,2015-12-19 18:40:25.0,
5_18,3.279,0,2015-12-19 18:40:25.0,
5_19,3.278,0,2015-12-19 18:40:25.0,
5_20,3.278,0,2015-12-19 18:40:25.0,
5_21,3.279,0,2015-12-19 18:40:25.0,
5_22,3.279,0,2015-12-19 18:40:25.0,
5_23,3.279,0,2015-12-19 18:40:25.0,
5_24,3.277,0,2015-12-19 18:40:25.0,
6_1,3.28,62,2015-12-19 18:40:25.0,
6_2,3.28,62,2015-12-19 18:40:25.0,
6_3,3.279,0,2015-12-19 18:40:25.0,
6_4,3.281,0,2015-12-19 18:40:25.0,
6_5,3.28,0,2015-12-19 18:40:25.0,
6_6,3.28,0,2015-12-19 18:40:25.0,
6_7,3.279,0,2015-12-19 18:40:25.0,
6_8,3.28,0,2015-12-19 18:40:25.0,
6_9,3.28,0,2015-12-19 18:40:25.0,
6_10,3.282,0,2015-12-19 18:40:25.0,
6_11,3.279,0,2015-12-19 18:40:25.0,
6_12,3.278,0,2015-12-19 18:40:25.0,
6_13,3.275,0,2015-12-19 18:40:25.0,
6_14,3.276,0,2015-12-19 18:40:25.0,
6_15,3.276,0,2015-12-19 18:40:25.0,
6_16,3.276,0,2015-12-19 18:40:25.0,
6_17,3.28,0,2015-12-19 18:40:25.0,
6_18,3.277,0,2015-12-19 18:40:25.0,
6_19,3.276,0,2015-12-19 18:40:25.0,
6_20,3.275,0,2015-12-19 18:40:25.0,
6_21,3.277,0,2015-12-19 18:40:25.0,
6_22,3.277,0,2015-12-19 18:40:25.0,
6_23,3.277,0,2015-12-19 18:40:25.0,
6_24,3.277,0,2015-12-19 18:40:25.0,
7_1,3.278,62,2015-12-19 18:40:25.0,
7_2,3.279,60,2015-12-19 18:40:25.0,
7_3,3.28,0,2015-12-19 18:40:25.0,
7_4,3.282,0,2015-12-19 18:40:25.0,
7_5,3.287,0,2015-12-19 18:40:25.0,
7_6,3.288,0,2015-12-19 18:40:25.0,
7_7,3.287,0,2015-12-19 18:40:25.0,
7_8,3.287,0,2015-12-19 18:40:25.0,
7_9,3.282,0,2015-12-19 18:40:25.0,
7_10,3.283,0,2015-12-19 18:40:25.0,
7_11,3.283,0,2015-12-19 18:40:25.0,
7_12,3.282,0,2015-12-19 18:40:25.0,
7_13,3.285,0,2015-12-19 18:40:25.0,
7_14,3.283,0,2015-12-19 18:40:25.0,
7_15,3.284,0,2015-12-19 18:40:25.0,
7_16,3.283,0,2015-12-19 18:40:25.0,
8_1,3.297,60,2015-12-19 18:40:25.0,
8_2,3.298,60,2015-12-19 18:40:25.0,
8_3,3.298,0,2015-12-19 18:40:25.0,
8_4,3.306,0,2015-12-19 18:40:25.0,
8_5,3.297,0,2015-12-19 18:40:25.0,
8_6,3.299,0,2015-12-19 18:40:25.0,
8_7,3.299,0,2015-12-19 18:40:25.0,
8_8,3.296,0,2015-12-19 18:40:25.0,
8_9,3.295,0,2015-12-19 18:40:25.0,
8_10,3.296,0,2015-12-19 18:40:25.0,
8_11,3.297,0,2015-12-19 18:40:25.0,
8_12,3.296,0,2015-12-19 18:40:25.0,
8_13,3.303,0,2015-12-19 18:40:25.0,
8_14,3.296,0,2015-12-19 18:40:25.0,
8_15,3.296,0,2015-12-19 18:40:25.0,
8_16,3.295,0,2015-12-19 18:40:25.0,
9_1,3.302,62,2015-12-19 18:40:25.0,
9_2,3.304,62,2015-12-19 18:40:25.0,
9_3,3.305,0,2015-12-19 18:40:25.0,
9_4,3.316,0,2015-12-19 18:40:25.0,
9_5,3.303,0,2015-12-19 18:40:25.0,
9_6,3.304,0,2015-12-19 18:40:25.0,
9_7,3.304,0,2015-12-19 18:40:25.0,
9_8,3.304,0,2015-12-19 18:40:25.0,
9_9,3.306,0,2015-12-19 18:40:25.0,
9_10,3.309,0,2015-12-19 18:40:25.0,
9_11,3.307,0,2015-12-19 18:40:25.0,
9_12,3.305,0,2015-12-19 18:40:25.0,
9_13,3.315,0,2015-12-19 18:40:25.0,
9_14,3.309,0,2015-12-19 18:40:25.0,
9_15,3.31,0,2015-12-19 18:40:25.0,
9_16,3.309,0,2015-12-19 18:40:25.0,
1_1,3.17,65,2015-12-19 19:10:26.0,
1_2,3.171,64,2015-12-19 19:10:26.0,
1_3,3.168,0,2015-12-19 19:10:26.0,
1_4,3.144,0,2015-12-19 19:10:26.0,
1_5,3.168,0,2015-12-19 19:10:26.0,
1_6,3.167,0,2015-12-19 19:10:26.0,
1_7,3.169,0,2015-12-19 19:10:26.0,
1_8,3.169,0,2015-12-19 19:10:26.0,
1_9,3.17,0,2015-12-19 19:10:26.0,
1_10,3.17,0,2015-12-19 19:10:26.0,
1_11,3.17,0,2015-12-19 19:10:26.0,
1_12,3.168,0,2015-12-19 19:10:26.0,
1_13,3.147,0,2015-12-19 19:10:26.0,
1_14,3.171,0,2015-12-19 19:10:26.0,
1_15,3.172,0,2015-12-19 19:10:26.0,
1_16,3.168,0,2015-12-19 19:10:26.0,
2_1,3.157,62,2015-12-19 19:10:26.0,
2_2,3.158,62,2015-12-19 19:10:26.0,
2_3,3.156,0,2015-12-19 19:10:26.0,
2_4,3.127,0,2015-12-19 19:10:26.0,
2_5,3.153,0,2015-12-19 19:10:26.0,
2_6,3.154,0,2015-12-19 19:10:26.0,
2_7,3.155,0,2015-12-19 19:10:26.0,
2_8,3.156,0,2015-12-19 19:10:26.0,
2_9,3.159,0,2015-12-19 19:10:26.0,
2_10,3.16,0,2015-12-19 19:10:26.0,
2_11,3.158,0,2015-12-19 19:10:26.0,
2_12,3.155,0,2015-12-19 19:10:26.0,
2_13,3.134,0,2015-12-19 19:10:26.0,
2_14,3.156,0,2015-12-19 19:10:26.0,
2_15,3.158,0,2015-12-19 19:10:26.0,
2_16,3.158,0,2015-12-19 19:10:26.0,
3_1,3.163,65,2015-12-19 19:10:26.0,
3_2,3.158,62,2015-12-19 19:10:26.0,
3_3,3.159,0,2015-12-19 19:10:26.0,
3_4,3.13,0,2015-12-19 19:10:26.0,
3_5,3.147,0,2015-12-19 19:10:26.0,
3_6,3.149,0,2015-12-19 19:10:26.0,
3_7,3.148,0,2015-12-19 19:10:26.0,
3_8,3.124,0,2015-12-19 19:10:26.0,
3_9,3.153,0,2015-12-19 19:10:26.0,
3_10,3.153,0,2015-12-19 19:10:26.0,
3_11,3.145,0,2015-12-19 19:10:26.0,
3_12,3.136,0,2015-12-19 19:10:26.0,
3_13,3.146,0,2015-12-19 19:10:26.0,
3_14,3.15,0,2015-12-19 19:10:26.0,
3_15,3.147,0,2015-12-19 19:10:26.0,
3_16,3.149,0,2015-12-19 19:10:26.0,
3_17,3.124,0,2015-12-19 19:10:26.0,
3_18,3.151,0,2015-12-19 19:10:26.0,
3_19,3.146,0,2015-12-19 19:10:26.0,
3_20,3.148,0,2015-12-19 19:10:26.0,
3_21,3.121,0,2015-12-19 19:10:26.0,
3_22,3.151,0,2015-12-19 19:10:26.0,
3_23,3.15,0,2015-12-19 19:10:26.0,
3_24,3.149,0,2015-12-19 19:10:26.0,
4_1,3.153,65,2015-12-19 19:10:26.0,
4_2,3.155,64,2015-12-19 19:10:26.0,
4_3,3.148,0,2015-12-19 19:10:26.0,
4_4,3.123,0,2015-12-19 19:10:26.0,
4_5,3.139,0,2015-12-19 19:10:26.0,
4_6,3.134,0,2015-12-19 19:10:26.0,
4_7,3.135,0,2015-12-19 19:10:26.0,
4_8,3.138,0,2015-12-19 19:10:26.0,
4_9,3.139,0,2015-12-19 19:10:26.0,
4_10,3.143,0,2015-12-19 19:10:26.0,
4_11,3.145,0,2015-12-19 19:10:26.0,
4_12,3.137,0,2015-12-19 19:10:26.0,
4_13,3.105,0,2015-12-19 19:10:26.0,
4_14,3.135,0,2015-12-19 19:10:26.0,
4_15,3.141,0,2015-12-19 19:10:26.0,
4_16,3.138,0,2015-12-19 19:10:26.0,
5_1,3.136,65,2015-12-19 19:10:26.0,
5_2,3.136,64,2015-12-19 19:10:26.0,
5_3,3.132,0,2015-12-19 19:10:26.0,
5_4,3.094,0,2015-12-19 19:10:26.0,
5_5,3.136,0,2015-12-19 19:10:26.0,
5_6,3.135,0,2015-12-19 19:10:26.0,
5_7,3.135,0,2015-12-19 19:10:26.0,
5_8,3.106,0,2015-12-19 19:10:26.0,
5_9,3.14,0,2015-12-19 19:10:26.0,
5_10,3.137,0,2015-12-19 19:10:26.0,
5_11,3.129,0,2015-12-19 19:10:26.0,
5_12,3.126,0,2015-12-19 19:10:26.0,
5_13,3.131,0,2015-12-19 19:10:26.0,
5_14,3.137,0,2015-12-19 19:10:26.0,
5_15,3.136,0,2015-12-19 19:10:26.0,
5_16,3.137,0,2015-12-19 19:10:26.0,
5_17,3.1,0,2015-12-19 19:10:26.0,
5_18,3.138,0,2015-12-19 19:10:26.0,
5_19,3.136,0,2015-12-19 19:10:26.0,
5_20,3.13,0,2015-12-19 19:10:26.0,
5_21,3.101,0,2015-12-19 19:10:26.0,
5_22,3.135,0,2015-12-19 19:10:26.0,
5_23,3.136,0,2015-12-19 19:10:26.0,
5_24,3.136,0,2015-12-19 19:10:26.0,
6_1,3.152,65,2015-12-19 19:10:26.0,
6_2,3.155,64,2015-12-19 19:10:26.0,
6_3,3.15,0,2015-12-19 19:10:26.0,
6_4,3.115,0,2015-12-19 19:10:26.0,
6_5,3.151,0,2015-12-19 19:10:26.0,
6_6,3.151,0,2015-12-19 19:10:26.0,
6_7,3.152,0,2015-12-19 19:10:26.0,
6_8,3.123,0,2015-12-19 19:10:26.0,
6_9,3.153,0,2015-12-19 19:10:26.0,
6_10,3.152,0,2015-12-19 19:10:26.0,
6_11,3.152,0,2015-12-19 19:10:26.0,
6_12,3.144,0,2015-12-19 19:10:26.0,
6_13,3.148,0,2015-12-19 19:10:26.0,
6_14,3.148,0,2015-12-19 19:10:26.0,
6_15,3.152,0,2015-12-19 19:10:26.0,
6_16,3.15,0,2015-12-19 19:10:26.0,
6_17,3.127,0,2015-12-19 19:10:26.0,
6_18,3.152,0,2015-12-19 19:10:26.0,
6_19,3.151,0,2015-12-19 19:10:26.0,
6_20,3.147,0,2015-12-19 19:10:26.0,
6_21,3.119,0,2015-12-19 19:10:26.0,
6_22,3.152,0,2015-12-19 19:10:26.0,
6_23,3.154,0,2015-12-19 19:10:26.0,
6_24,3.15,0,2015-12-19 19:10:26.0,
7_1,3.157,64,2015-12-19 19:10:26.0,
7_2,3.159,62,2015-12-19 19:10:26.0,
7_3,3.157,0,2015-12-19 19:10:26.0,
7_4,3.129,0,2015-12-19 19:10:26.0,
7_5,3.157,0,2015-12-19 19:10:26.0,
7_6,3.155,0,2015-12-19 19:10:26.0,
7_7,3.157,0,2015-12-19 19:10:26.0,
7_8,3.156,0,2015-12-19 19:10:26.0,
7_9,3.153,0,2015-12-19 19:10:26.0,
7_10,3.144,0,2015-12-19 19:10:26.0,
7_11,3.151,0,2015-12-19 19:10:26.0,
7_12,3.148,0,2015-12-19 19:10:26.0,
7_13,3.123,0,2015-12-19 19:10:26.0,
7_14,3.149,0,2015-12-19 19:10:26.0,
7_15,3.156,0,2015-12-19 19:10:26.0,
7_16,3.156,0,2015-12-19 19:10:26.0,
8_1,3.166,62,2015-12-19 19:10:26.0,
8_2,3.169,62,2015-12-19 19:10:26.0,
8_3,3.169,0,2015-12-19 19:10:26.0,
8_4,3.137,0,2015-12-19 19:10:26.0,
8_5,3.163,0,2015-12-19 19:10:26.0,
8_6,3.164,0,2015-12-19 19:10:26.0,
8_7,3.165,0,2015-12-19 19:10:26.0,
8_8,3.169,0,2015-12-19 19:10:26.0,
8_9,3.168,0,2015-12-19 19:10:26.0,
8_10,3.168,0,2015-12-19 19:10:26.0,
8_11,3.167,0,2015-12-19 19:10:26.0,
8_12,3.162,0,2015-12-19 19:10:26.0,
8_13,3.141,0,2015-12-19 19:10:26.0,
8_14,3.164,0,2015-12-19 19:10:26.0,
8_15,3.165,0,2015-12-19 19:10:26.0,
8_16,3.161,0,2015-12-19 19:10:26.0,
9_1,3.174,64,2015-12-19 19:10:26.0,
9_2,3.173,64,2015-12-19 19:10:26.0,
9_3,3.175,0,2015-12-19 19:10:26.0,
9_4,3.149,0,2015-12-19 19:10:26.0,
9_5,3.173,0,2015-12-19 19:10:26.0,
9_6,3.171,0,2015-12-19 19:10:26.0,
9_7,3.175,0,2015-12-19 19:10:26.0,
9_8,3.173,0,2015-12-19 19:10:26.0,
9_9,3.176,0,2015-12-19 19:10:26.0,
9_10,3.173,0,2015-12-19 19:10:26.0,
9_11,3.178,0,2015-12-19 19:10:26.0,
9_12,3.172,0,2015-12-19 19:10:26.0,
9_13,3.155,0,2015-12-19 19:10:26.0,
