"BWTID","FIRSTBOXNUM","SECONDBOXNUM","BATTERYNUM","VOLTAGENUM","TEMPREATURENUM","VOLTAGEVALUE","TEMPREATUREVALUE","RECEIVETIME","ROWID"
"10001939","1","null","1","168","null","3.327","37","2016-06-17 13:57:51.0","1"
"10001939","1","null","2","168","null","3.327","35","2016-06-17 13:57:51.0","2"
"10001939","1","null","3","168","null","3.327","-40","2016-06-17 13:57:51.0","3"
"10001939","1","null","4","168","null","3.327","-40","2016-06-17 13:57:51.0","4"
"10001939","1","null","5","168","null","3.327","-40","2016-06-17 13:57:51.0","5"
"10001939","1","null","6","168","null","3.327","-40","2016-06-17 13:57:51.0","6"
"10001939","1","null","7","168","null","3.327","-40","2016-06-17 13:57:51.0","7"
"10001939","1","null","8","168","null","3.327","-40","2016-06-17 13:57:51.0","8"
"10001939","1","null","9","168","null","3.324","-40","2016-06-17 13:57:51.0","9"
"10001939","1","null","10","168","null","3.325","-40","2016-06-17 13:57:51.0","10"
"10001939","1","null","11","168","null","3.325","-40","2016-06-17 13:57:51.0","11"
"10001939","1","null","12","168","null","3.326","-40","2016-06-17 13:57:51.0","12"
"10001939","1","null","13","168","null","3.325","-40","2016-06-17 13:57:51.0","13"
"10001939","1","null","14","168","null","3.325","-40","2016-06-17 13:57:51.0","14"
"10001939","1","null","15","168","null","3.325","-40","2016-06-17 13:57:51.0","15"
"10001939","1","null","16","168","null","3.324","-40","2016-06-17 13:57:51.0","16"
"10001939","2","null","1","168","null","3.326","35","2016-06-17 13:57:51.0","17"
"10001939","2","null","2","168","null","3.327","35","2016-06-17 13:57:51.0","18"
"10001939","2","null","3","168","null","3.327","-40","2016-06-17 13:57:51.0","19"
"10001939","2","null","4","168","null","3.328","-40","2016-06-17 13:57:51.0","20"
"10001939","2","null","5","168","null","3.328","-40","2016-06-17 13:57:51.0","21"
"10001939","2","null","6","168","null","3.327","-40","2016-06-17 13:57:51.0","22"
"10001939","2","null","7","168","null","3.327","-40","2016-06-17 13:57:51.0","23"
"10001939","2","null","8","168","null","3.327","-40","2016-06-17 13:57:51.0","24"
"10001939","2","null","9","168","null","3.327","-40","2016-06-17 13:57:51.0","25"
"10001939","2","null","10","168","null","3.327","-40","2016-06-17 13:57:51.0","26"
"10001939","2","null","11","168","null","3.327","-40","2016-06-17 13:57:51.0","27"
"10001939","2","null","12","168","null","3.327","-40","2016-06-17 13:57:51.0","28"
"10001939","2","null","13","168","null","3.327","-40","2016-06-17 13:57:51.0","29"
"10001939","2","null","14","168","null","3.327","-40","2016-06-17 13:57:51.0","30"
"10001939","2","null","15","168","null","3.327","-40","2016-06-17 13:57:51.0","31"
"10001939","2","null","16","168","null","3.326","-40","2016-06-17 13:57:51.0","32"
"10001939","3","null","1","168","null","3.327","36","2016-06-17 13:57:51.0","33"
"10001939","3","null","2","168","null","3.328","35","2016-06-17 13:57:51.0","34"
"10001939","3","null","3","168","null","3.328","-40","2016-06-17 13:57:51.0","35"
"10001939","3","null","4","168","null","3.328","-40","2016-06-17 13:57:51.0","36"
"10001939","3","null","5","168","null","3.328","-40","2016-06-17 13:57:51.0","37"
"10001939","3","null","6","168","null","3.328","-40","2016-06-17 13:57:51.0","38"
"10001939","3","null","7","168","null","3.328","-40","2016-06-17 13:57:51.0","39"
"10001939","3","null","8","168","null","3.328","-40","2016-06-17 13:57:51.0","40"
"10001939","3","null","9","168","null","3.328","-40","2016-06-17 13:57:51.0","41"
"10001939","3","null","10","168","null","3.328","-40","2016-06-17 13:57:51.0","42"
"10001939","3","null","11","168","null","3.328","-40","2016-06-17 13:57:51.0","43"
"10001939","3","null","12","168","null","3.328","-40","2016-06-17 13:57:51.0","44"
"10001939","3","null","13","168","null","3.325","-40","2016-06-17 13:57:51.0","45"
"10001939","3","null","14","168","null","3.327","-40","2016-06-17 13:57:51.0","46"
"10001939","3","null","15","168","null","3.327","-40","2016-06-17 13:57:51.0","47"
"10001939","3","null","16","168","null","3.328","-40","2016-06-17 13:57:51.0","48"
"10001939","3","null","17","168","null","3.327","-40","2016-06-17 13:57:51.0","49"
"10001939","3","null","18","168","null","3.327","-40","2016-06-17 13:57:51.0","50"
"10001939","3","null","19","168","null","3.327","-40","2016-06-17 13:57:51.0","51"
"10001939","3","null","20","168","null","3.327","-40","2016-06-17 13:57:51.0","52"
"10001939","3","null","21","168","null","3.327","-40","2016-06-17 13:57:51.0","53"
"10001939","3","null","22","168","null","3.327","-40","2016-06-17 13:57:51.0","54"
"10001939","3","null","23","168","null","3.327","-40","2016-06-17 13:57:51.0","55"
"10001939","3","null","24","168","null","3.327","-40","2016-06-17 13:57:51.0","56"
"10001939","4","null","1","168","null","3.327","36","2016-06-17 13:57:51.0","57"
"10001939","4","null","2","168","null","3.327","35","2016-06-17 13:57:51.0","58"
"10001939","4","null","3","168","null","3.327","-40","2016-06-17 13:57:51.0","59"
"10001939","4","null","4","168","null","3.328","-40","2016-06-17 13:57:51.0","60"
"10001939","4","null","5","168","null","3.328","-40","2016-06-17 13:57:51.0","61"
"10001939","4","null","6","168","null","3.327","-40","2016-06-17 13:57:51.0","62"
"10001939","4","null","7","168","null","3.327","-40","2016-06-17 13:57:51.0","63"
"10001939","4","null","8","168","null","3.325","-40","2016-06-17 13:57:51.0","64"
"10001939","4","null","9","168","null","3.327","-40","2016-06-17 13:57:51.0","65"
"10001939","4","null","10","168","null","3.328","-40","2016-06-17 13:57:51.0","66"
"10001939","4","null","11","168","null","3.328","-40","2016-06-17 13:57:51.0","67"
"10001939","4","null","12","168","null","3.329","-40","2016-06-17 13:57:51.0","68"
"10001939","4","null","13","168","null","3.329","-40","2016-06-17 13:57:51.0","69"
"10001939","4","null","14","168","null","3.327","-40","2016-06-17 13:57:51.0","70"
"10001939","4","null","15","168","null","3.328","-40","2016-06-17 13:57:51.0","71"
"10001939","4","null","16","168","null","3.327","-40","2016-06-17 13:57:51.0","72"
"10001939","5","null","1","168","null","3.326","37","2016-06-17 13:57:51.0","73"
"10001939","5","null","2","168","null","3.327","35","2016-06-17 13:57:51.0","74"
"10001939","5","null","3","168","null","3.327","-40","2016-06-17 13:57:51.0","75"
"10001939","5","null","4","168","null","3.327","-40","2016-06-17 13:57:51.0","76"
"10001939","5","null","5","168","null","3.327","-40","2016-06-17 13:57:51.0","77"
"10001939","5","null","6","168","null","3.327","-40","2016-06-17 13:57:51.0","78"
"10001939","5","null","7","168","null","3.327","-40","2016-06-17 13:57:51.0","79"
"10001939","5","null","8","168","null","3.327","-40","2016-06-17 13:57:51.0","80"
"10001939","5","null","9","168","null","3.327","-40","2016-06-17 13:57:51.0","81"
"10001939","5","null","10","168","null","3.326","-40","2016-06-17 13:57:51.0","82"
"10001939","5","null","11","168","null","3.326","-40","2016-06-17 13:57:51.0","83"
"10001939","5","null","12","168","null","3.326","-40","2016-06-17 13:57:51.0","84"
"10001939","5","null","13","168","null","3.327","-40","2016-06-17 13:57:51.0","85"
"10001939","5","null","14","168","null","3.327","-40","2016-06-17 13:57:51.0","86"
"10001939","5","null","15","168","null","3.327","-40","2016-06-17 13:57:51.0","87"
"10001939","5","null","16","168","null","3.327","-40","2016-06-17 13:57:51.0","88"
"10001939","5","null","17","168","null","3.327","-40","2016-06-17 13:57:51.0","89"
"10001939","5","null","18","168","null","3.327","-40","2016-06-17 13:57:51.0","90"
"10001939","5","null","19","168","null","3.327","-40","2016-06-17 13:57:51.0","91"
"10001939","5","null","20","168","null","3.327","-40","2016-06-17 13:57:51.0","92"
"10001939","5","null","21","168","null","3.327","-40","2016-06-17 13:57:51.0","93"
"10001939","5","null","22","168","null","3.327","-40","2016-06-17 13:57:51.0","94"
"10001939","5","null","23","168","null","3.327","-40","2016-06-17 13:57:51.0","95"
"10001939","5","null","24","168","null","3.327","-40","2016-06-17 13:57:51.0","96"
"10001939","6","null","1","168","null","3.328","35","2016-06-17 13:57:51.0","97"
"10001939","6","null","2","168","null","3.328","35","2016-06-17 13:57:51.0","98"
"10001939","6","null","3","168","null","3.329","-40","2016-06-17 13:57:51.0","99"
"10001939","6","null","4","168","null","3.33","-40","2016-06-17 13:57:51.0","100"
"10001939","6","null","5","168","null","3.33","-40","2016-06-17 13:57:51.0","101"
"10001939","6","null","6","168","null","3.329","-40","2016-06-17 13:57:51.0","102"
"10001939","6","null","7","168","null","3.328","-40","2016-06-17 13:57:51.0","103"
"10001939","6","null","8","168","null","3.328","-40","2016-06-17 13:57:51.0","104"
"10001939","6","null","9","168","null","3.33","-40","2016-06-17 13:57:51.0","105"
"10001939","6","null","10","168","null","3.329","-40","2016-06-17 13:57:51.0","106"
"10001939","6","null","11","168","null","3.328","-40","2016-06-17 13:57:51.0","107"
"10001939","6","null","12","168","null","3.329","-40","2016-06-17 13:57:51.0","108"
"10001939","6","null","13","168","null","3.326","-40","2016-06-17 13:57:51.0","109"
"10001939","6","null","14","168","null","3.326","-40","2016-06-17 13:57:51.0","110"
"10001939","6","null","15","168","null","3.327","-40","2016-06-17 13:57:51.0","111"
"10001939","6","null","16","168","null","3.327","-40","2016-06-17 13:57:51.0","112"
"10001939","6","null","17","168","null","3.327","-40","2016-06-17 13:57:51.0","113"
"10001939","6","null","18","168","null","3.326","-40","2016-06-17 13:57:51.0","114"
"10001939","6","null","19","168","null","3.326","-40","2016-06-17 13:57:51.0","115"
"10001939","6","null","20","168","null","3.327","-40","2016-06-17 13:57:51.0","116"
"10001939","6","null","21","168","null","3.327","-40","2016-06-17 13:57:51.0","117"
"10001939","6","null","22","168","null","3.327","-40","2016-06-17 13:57:51.0","118"
"10001939","6","null","23","168","null","3.326","-40","2016-06-17 13:57:51.0","119"
"10001939","6","null","24","168","null","3.325","-40","2016-06-17 13:57:51.0","120"
"10001939","7","null","1","168","null","3.329","35","2016-06-17 13:57:51.0","121"
"10001939","7","null","2","168","null","3.33","34","2016-06-17 13:57:51.0","122"
"10001939","7","null","3","168","null","3.33","-40","2016-06-17 13:57:51.0","123"
"10001939","7","null","4","168","null","3.331","-40","2016-06-17 13:57:51.0","124"
"10001939","7","null","5","168","null","3.33","-40","2016-06-17 13:57:51.0","125"
"10001939","7","null","6","168","null","3.33","-40","2016-06-17 13:57:51.0","126"
"10001939","7","null","7","168","null","3.329","-40","2016-06-17 13:57:51.0","127"
"10001939","7","null","8","168","null","3.33","-40","2016-06-17 13:57:51.0","128"
"10001939","7","null","9","168","null","3.324","-40","2016-06-17 13:57:51.0","129"
"10001939","7","null","10","168","null","3.325","-40","2016-06-17 13:57:51.0","130"
"10001939","7","null","11","168","null","3.325","-40","2016-06-17 13:57:51.0","131"
"10001939","7","null","12","168","null","3.325","-40","2016-06-17 13:57:51.0","132"
"10001939","7","null","13","168","null","3.326","-40","2016-06-17 13:57:51.0","133"
"10001939","7","null","14","168","null","3.324","-40","2016-06-17 13:57:51.0","134"
"10001939","7","null","15","168","null","3.325","-40","2016-06-17 13:57:51.0","135"
"10001939","7","null","16","168","null","3.324","-40","2016-06-17 13:57:51.0","136"
"10001939","8","null","1","168","null","3.327","34","2016-06-17 13:57:51.0","137"
"10001939","8","null","2","168","null","3.327","33","2016-06-17 13:57:51.0","138"
"10001939","8","null","3","168","null","3.327","-40","2016-06-17 13:57:51.0","139"
"10001939","8","null","4","168","null","3.325","-40","2016-06-17 13:57:51.0","140"
"10001939","8","null","5","168","null","3.328","-40","2016-06-17 13:57:51.0","141"
"10001939","8","null","6","168","null","3.327","-40","2016-06-17 13:57:51.0","142"
"10001939","8","null","7","168","null","3.327","-40","2016-06-17 13:57:51.0","143"
"10001939","8","null","8","168","null","3.327","-40","2016-06-17 13:57:51.0","144"
"10001939","8","null","9","168","null","3.326","-40","2016-06-17 13:57:51.0","145"
"10001939","8","null","10","168","null","3.327","-40","2016-06-17 13:57:51.0","146"
"10001939","8","null","11","168","null","3.327","-40","2016-06-17 13:57:51.0","147"
"10001939","8","null","12","168","null","3.328","-40","2016-06-17 13:57:51.0","148"
"10001939","8","null","13","168","null","3.327","-40","2016-06-17 13:57:51.0","149"
"10001939","8","null","14","168","null","3.327","-40","2016-06-17 13:57:51.0","150"
"10001939","8","null","15","168","null","3.327","-40","2016-06-17 13:57:51.0","151"
"10001939","8","null","16","168","null","3.327","-40","2016-06-17 13:57:51.0","152"
"10001939","9","null","1","168","null","3.325","35","2016-06-17 13:57:51.0","153"
"10001939","9","null","2","168","null","3.325","34","2016-06-17 13:57:51.0","154"
"10001939","9","null","3","168","null","3.327","-40","2016-06-17 13:57:51.0","155"
"10001939","9","null","4","168","null","3.327","-40","2016-06-17 13:57:51.0","156"
"10001939","9","null","5","168","null","3.327","-40","2016-06-17 13:57:51.0","157"
"10001939","9","null","6","168","null","3.326","-40","2016-06-17 13:57:51.0","158"
"10001939","9","null","7","168","null","3.327","-40","2016-06-17 13:57:51.0","159"
"10001939","9","null","8","168","null","3.324","-40","2016-06-17 13:57:51.0","160"
"10001939","9","null","9","168","null","3.327","-40","2016-06-17 13:57:51.0","161"
"10001939","9","null","10","168","null","3.328","-40","2016-06-17 13:57:51.0","162"
"10001939","9","null","11","168","null","3.328","-40","2016-06-17 13:57:51.0","163"
"10001939","9","null","12","168","null","3.328","-40","2016-06-17 13:57:51.0","164"
"10001939","9","null","13","168","null","3.328","-40","2016-06-17 13:57:51.0","165"
"10001939","9","null","14","168","null","3.328","-40","2016-06-17 13:57:51.0","166"
"10001939","9","null","15","168","null","3.328","-40","2016-06-17 13:57:51.0","167"
"10001939","9","null","16","168","null","3.327","-40","2016-06-17 13:57:51.0","168"
"10001939","8","null","13","168","null","3.399","-40","2016-06-17 14:27:52.0","169"
"10001939","8","null","14","168","null","3.378","-40","2016-06-17 14:27:52.0","170"
"10001939","8","null","15","168","null","3.378","-40","2016-06-17 14:27:52.0","171"
"10001939","8","null","16","168","null","3.378","-40","2016-06-17 14:27:52.0","172"
"10001939","9","null","1","168","null","3.378","38","2016-06-17 14:27:52.0","173"
"10001939","9","null","2","168","null","3.38","38","2016-06-17 14:27:52.0","174"
"10001939","9","null","3","168","null","3.377","-40","2016-06-17 14:27:52.0","175"
"10001939","9","null","4","168","null","3.398","-40","2016-06-17 14:27:52.0","176"
"10001939","9","null","5","168","null","3.375","-40","2016-06-17 14:27:52.0","177"
"10001939","9","null","6","168","null","3.38","-40","2016-06-17 14:27:52.0","178"
"10001939","9","null","7","168","null","3.377","-40","2016-06-17 14:27:52.0","179"
"10001939","9","null","8","168","null","3.374","-40","2016-06-17 14:27:52.0","180"
"10001939","9","null","9","168","null","3.376","-40","2016-06-17 14:27:52.0","181"
"10001939","9","null","10","168","null","3.382","-40","2016-06-17 14:27:52.0","182"
"10001939","9","null","11","168","null","3.377","-40","2016-06-17 14:27:52.0","183"
"10001939","9","null","12","168","null","3.377","-40","2016-06-17 14:27:52.0","184"
"10001939","9","null","13","168","null","3.401","-40","2016-06-17 14:27:52.0","185"
"10001939","9","null","14","168","null","3.382","-40","2016-06-17 14:27:52.0","186"
"10001939","9","null","15","168","null","3.378","-40","2016-06-17 14:27:52.0","187"
"10001939","9","null","16","168","null","3.375","-40","2016-06-17 14:27:52.0","188"
"10001939","1","null","1","168","null","3.374","41","2016-06-17 14:27:52.0","189"
"10001939","1","null","2","168","null","3.376","40","2016-06-17 14:27:52.0","190"
"10001939","1","null","3","168","null","3.376","-40","2016-06-17 14:27:52.0","191"
"10001939","1","null","4","168","null","3.402","-40","2016-06-17 14:27:52.0","192"
"10001939","1","null","5","168","null","3.376","-40","2016-06-17 14:27:52.0","193"
"10001939","1","null","6","168","null","3.378","-40","2016-06-17 14:27:52.0","194"
"10001939","1","null","7","168","null","3.377","-40","2016-06-17 14:27:52.0","195"
"10001939","1","null","8","168","null","3.376","-40","2016-06-17 14:27:52.0","196"
"10001939","1","null","9","168","null","3.371","-40","2016-06-17 14:27:52.0","197"
"10001939","1","null","10","168","null","3.375","-40","2016-06-17 14:27:52.0","198"
"10001939","1","null","11","168","null","3.377","-40","2016-06-17 14:27:52.0","199"
"10001939","1","null","12","168","null","3.375","-40","2016-06-17 14:27:52.0","200"
"10001939","1","null","13","168","null","3.397","-40","2016-06-17 14:27:52.0","201"
"10001939","1","null","14","168","null","3.375","-40","2016-06-17 14:27:52.0","202"
"10001939","1","null","15","168","null","3.376","-40","2016-06-17 14:27:52.0","203"
"10001939","1","null","16","168","null","3.374","-40","2016-06-17 14:27:52.0","204"
"10001939","2","null","1","168","null","3.372","40","2016-06-17 14:27:52.0","205"
"10001939","2","null","2","168","null","3.373","38","2016-06-17 14:27:52.0","206"
"10001939","2","null","3","168","null","3.372","-40","2016-06-17 14:27:52.0","207"
"10001939","2","null","4","168","null","3.397","-40","2016-06-17 14:27:52.0","208"
"10001939","2","null","5","168","null","3.374","-40","2016-06-17 14:27:52.0","209"
"10001939","2","null","6","168","null","3.375","-40","2016-06-17 14:27:52.0","210"
"10001939","2","null","7","168","null","3.372","-40","2016-06-17 14:27:52.0","211"
"10001939","2","null","8","168","null","3.373","-40","2016-06-17 14:27:52.0","212"
"10001939","2","null","9","168","null","3.372","-40","2016-06-17 14:27:52.0","213"
"10001939","2","null","10","168","null","3.372","-40","2016-06-17 14:27:52.0","214"
"10001939","2","null","11","168","null","3.371","-40","2016-06-17 14:27:52.0","215"
"10001939","2","null","12","168","null","3.372","-40","2016-06-17 14:27:52.0","216"
"10001939","2","null","13","168","null","3.395","-40","2016-06-17 14:27:52.0","217"
"10001939","2","null","14","168","null","3.375","-40","2016-06-17 14:27:52.0","218"
"10001939","2","null","15","168","null","3.372","-40","2016-06-17 14:27:52.0","219"
"10001939","2","null","16","168","null","3.371","-40","2016-06-17 14:27:52.0","220"
"10001939","3","null","1","168","null","3.37","41","2016-06-17 14:27:52.0","221"
"10001939","3","null","2","168","null","3.375","40","2016-06-17 14:27:52.0","222"
"10001939","3","null","3","168","null","3.375","-40","2016-06-17 14:27:52.0","223"
"10001939","3","null","4","168","null","3.393","-40","2016-06-17 14:27:52.0","224"
"10001939","3","null","5","168","null","3.371","-40","2016-06-17 14:27:52.0","225"
"10001939","3","null","6","168","null","3.375","-40","2016-06-17 14:27:52.0","226"
"10001939","3","null","7","168","null","3.374","-40","2016-06-17 14:27:52.0","227"
"10001939","3","null","8","168","null","3.395","-40","2016-06-17 14:27:52.0","228"
"10001939","3","null","9","168","null","3.37","-40","2016-06-17 14:27:52.0","229"
"10001939","3","null","10","168","null","3.374","-40","2016-06-17 14:27:52.0","230"
"10001939","3","null","11","168","null","3.372","-40","2016-06-17 14:27:52.0","231"
"10001939","3","null","12","168","null","3.371","-40","2016-06-17 14:27:52.0","232"
"10001939","3","null","13","168","null","3.369","-40","2016-06-17 14:27:52.0","233"
"10001939","3","null","14","168","null","3.372","-40","2016-06-17 14:27:52.0","234"
"10001939","3","null","15","168","null","3.375","-40","2016-06-17 14:27:52.0","235"
"10001939","3","null","16","168","null","3.373","-40","2016-06-17 14:27:52.0","236"
"10001939","3","null","17","168","null","3.387","-40","2016-06-17 14:27:52.0","237"
"10001939","3","null","18","168","null","3.37","-40","2016-06-17 14:27:52.0","238"
"10001939","3","null","19","168","null","3.37","-40","2016-06-17 14:27:52.0","239"
"10001939","3","null","20","168","null","3.367","-40","2016-06-17 14:27:52.0","240"
"10001939","3","null","21","168","null","3.384","-40","2016-06-17 14:27:52.0","241"
"10001939","3","null","22","168","null","3.367","-40","2016-06-17 14:27:52.0","242"
"10001939","3","null","23","168","null","3.37","-40","2016-06-17 14:27:52.0","243"
"10001939","3","null","24","168","null","3.368","-40","2016-06-17 14:27:52.0","244"
"10001939","4","null","1","168","null","3.365","41","2016-06-17 14:27:52.0","245"
"10001939","4","null","2","168","null","3.367","39","2016-06-17 14:27:52.0","246"
"10001939","4","null","3","168","null","3.368","-40","2016-06-17 14:27:52.0","247"
"10001939","4","null","4","168","null","3.386","-40","2016-06-17 14:27:52.0","248"
"10001939","4","null","5","168","null","3.366","-40","2016-06-17 14:27:52.0","249"
"10001939","4","null","6","168","null","3.368","-40","2016-06-17 14:27:52.0","250"
"10001939","4","null","7","168","null","3.369","-40","2016-06-17 14:27:52.0","251"
"10001939","4","null","8","168","null","3.365","-40","2016-06-17 14:27:52.0","252"
"10001939","4","null","9","168","null","3.365","-40","2016-06-17 14:27:52.0","253"
"10001939","4","null","10","168","null","3.368","-40","2016-06-17 14:27:52.0","254"
"10001939","4","null","11","168","null","3.367","-40","2016-06-17 14:27:52.0","255"
"10001939","4","null","12","168","null","3.367","-40","2016-06-17 14:27:52.0","256"
"10001939","4","null","13","168","null","3.385","-40","2016-06-17 14:27:52.0","257"
"10001939","4","null","14","168","null","3.369","-40","2016-06-17 14:27:52.0","258"
"10001939","4","null","15","168","null","3.369","-40","2016-06-17 14:27:52.0","259"
"10001939","4","null","16","168","null","3.367","-40","2016-06-17 14:27:52.0","260"
"10001939","5","null","1","168","null","3.364","41","2016-06-17 14:27:52.0","261"
"10001939","5","null","2","168","null","3.364","40","2016-06-17 14:27:52.0","262"
"10001939","5","null","3","168","null","3.367","-40","2016-06-17 14:27:52.0","263"
"10001939","5","null","4","168","null","3.386","-40","2016-06-17 14:27:52.0","264"
"10001939","5","null","5","168","null","3.364","-40","2016-06-17 14:27:52.0","265"
"10001939","5","null","6","168","null","3.366","-40","2016-06-17 14:27:52.0","266"
"10001939","5","null","7","168","null","3.367","-40","2016-06-17 14:27:52.0","267"
"10001939","5","null","8","168","null","3.383","-40","2016-06-17 14:27:52.0","268"
"10001939","5","null","9","168","null","3.363","-40","2016-06-17 14:27:52.0","269"
"10001939","5","null","10","168","null","3.365","-40","2016-06-17 14:27:52.0","270"
"10001939","5","null","11","168","null","3.364","-40","2016-06-17 14:27:52.0","271"
"10001939","5","null","12","168","null","3.364","-40","2016-06-17 14:27:52.0","272"
"10001939","5","null","13","168","null","3.363","-40","2016-06-17 14:27:52.0","273"
"10001939","5","null","14","168","null","3.367","-40","2016-06-17 14:27:52.0","274"
"10001939","5","null","15","168","null","3.368","-40","2016-06-17 14:27:52.0","275"
"10001939","5","null","16","168","null","3.365","-40","2016-06-17 14:27:52.0","276"
"10001939","5","null","17","168","null","3.382","-40","2016-06-17 14:27:52.0","277"
"10001939","5","null","18","168","null","3.365","-40","2016-06-17 14:27:52.0","278"
"10001939","5","null","19","168","null","3.366","-40","2016-06-17 14:27:52.0","279"
"10001939","5","null","20","168","null","3.367","-40","2016-06-17 14:27:52.0","280"
"10001939","5","null","21","168","null","3.377","-40","2016-06-17 14:27:52.0","281"
"10001939","5","null","22","168","null","3.362","-40","2016-06-17 14:27:52.0","282"
"10001939","5","null","23","168","null","3.36","-40","2016-06-17 14:27:52.0","283"
"10001939","5","null","24","168","null","3.361","-40","2016-06-17 14:27:52.0","284"
"10001939","6","null","1","168","null","3.363","40","2016-06-17 14:27:52.0","285"
"10001939","6","null","2","168","null","3.365","38","2016-06-17 14:27:52.0","286"
"10001939","6","null","3","168","null","3.365","-40","2016-06-17 14:27:52.0","287"
"10001939","6","null","4","168","null","3.38","-40","2016-06-17 14:27:52.0","288"
"10001939","6","null","5","168","null","3.36","-40","2016-06-17 14:27:52.0","289"
"10001939","6","null","6","168","null","3.364","-40","2016-06-17 14:27:52.0","290"
"10001939","6","null","7","168","null","3.366","-40","2016-06-17 14:27:52.0","291"
"10001939","6","null","8","168","null","3.382","-40","2016-06-17 14:27:52.0","292"
"10001939","6","null","9","168","null","3.363","-40","2016-06-17 14:27:52.0","293"
"10001939","6","null","10","168","null","3.362","-40","2016-06-17 14:27:52.0","294"
"10001939","6","null","11","168","null","3.362","-40","2016-06-17 14:27:52.0","295"
"10001939","6","null","12","168","null","3.364","-40","2016-06-17 14:27:52.0","296"
"10001939","6","null","13","168","null","3.358","-40","2016-06-17 14:27:52.0","297"
"10001939","6","null","14","168","null","3.361","-40","2016-06-17 14:27:52.0","298"
"10001939","6","null","15","168","null","3.361","-40","2016-06-17 14:27:52.0","299"
"10001939","6","null","16","168","null","3.361","-40","2016-06-17 14:27:52.0","300"
"10001939","6","null","17","168","null","3.378","-40","2016-06-17 14:27:52.0","301"
"10001939","6","null","18","168","null","3.362","-40","2016-06-17 14:27:52.0","302"
"10001939","6","null","19","168","null","3.361","-40","2016-06-17 14:27:52.0","303"
"10001939","6","null","20","168","null","3.36","-40","2016-06-17 14:27:52.0","304"
"10001939","6","null","21","168","null","3.376","-40","2016-06-17 14:27:52.0","305"
"10001939","6","null","22","168","null","3.36","-40","2016-06-17 14:27:52.0","306"
"10001939","6","null","23","168","null","3.36","-40","2016-06-17 14:27:52.0","307"
"10001939","6","null","24","168","null","3.36","-40","2016-06-17 14:27:52.0","308"
"10001939","7","null","1","168","null","3.361","38","2016-06-17 14:27:52.0","309"
"10001939","7","null","2","168","null","3.36","38","2016-06-17 14:27:52.0","310"
"10001939","7","null","3","168","null","3.361","-40","2016-06-17 14:27:52.0","311"
"10001939","7","null","4","168","null","3.379","-40","2016-06-17 14:27:52.0","312"
"10001939","7","null","5","168","null","3.361","-40","2016-06-17 14:27:52.0","313"
"10001939","7","null","6","168","null","3.363","-40","2016-06-17 14:27:52.0","314"
"10001939","7","null","7","168","null","3.362","-40","2016-06-17 14:27:52.0","315"
"10001939","7","null","8","168","null","3.362","-40","2016-06-17 14:27:52.0","316"
"10001939","7","null","9","168","null","3.353","-40","2016-06-17 14:27:52.0","317"
"10001939","7","null","10","168","null","3.357","-40","2016-06-17 14:27:52.0","318"
"10001939","7","null","11","168","null","3.357","-40","2016-06-17 14:27:52.0","319"
"10001939","7","null","12","168","null","3.356","-40","2016-06-17 14:27:52.0","320"
"10001939","7","null","13","168","null","3.37","-40","2016-06-17 14:27:52.0","321"
"10001939","7","null","14","168","null","3.356","-40","2016-06-17 14:27:52.0","322"
"10001939","7","null","15","168","null","3.356","-40","2016-06-17 14:27:52.0","323"
"10001939","7","null","16","168","null","3.358","-40","2016-06-17 14:27:52.0","324"
"10001939","8","null","1","168","null","3.378","38","2016-06-17 14:27:52.0","325"
"10001939","8","null","2","168","null","3.38","37","2016-06-17 14:27:52.0","326"
"10001939","8","null","3","168","null","3.381","-40","2016-06-17 14:27:52.0","327"
"10001939","8","null","4","168","null","3.405","-40","2016-06-17 14:27:52.0","328"
"10001939","8","null","5","168","null","3.378","-40","2016-06-17 14:27:52.0","329"
"10001939","8","null","6","168","null","3.382","-40","2016-06-17 14:27:52.0","330"
"10001939","8","null","7","168","null","3.383","-40","2016-06-17 14:27:52.0","331"
"10001939","8","null","8","168","null","3.375","-40","2016-06-17 14:27:52.0","332"
"10001939","8","null","9","168","null","3.377","-40","2016-06-17 14:27:52.0","333"
"10001939","8","null","10","168","null","3.379","-40","2016-06-17 14:27:52.0","334"
"10001939","8","null","11","168","null","3.378","-40","2016-06-17 14:27:52.0","335"
"10001939","8","null","12","168","null","3.38","-40","2016-06-17 14:27:52.0","336"
"10001939","1","null","1","168","null","3.319","41","2016-06-17 14:57:53.0","337"
"10001939","1","null","2","168","null","3.321","40","2016-06-17 14:57:53.0","338"
"10001939","1","null","3","168","null","3.321","-40","2016-06-17 14:57:53.0","339"
"10001939","1","null","4","168","null","3.32","-40","2016-06-17 14:57:53.0","340"
"10001939","1","null","5","168","null","3.321","-40","2016-06-17 14:57:53.0","341"
"10001939","1","null","6","168","null","3.321","-40","2016-06-17 14:57:53.0","342"
"10001939","1","null","7","168","null","3.321","-40","2016-06-17 14:57:53.0","343"
"10001939","1","null","8","168","null","3.319","-40","2016-06-17 14:57:53.0","344"
"10001939","1","null","9","168","null","3.318","-40","2016-06-17 14:57:53.0","345"
"10001939","1","null","10","168","null","3.319","-40","2016-06-17 14:57:53.0","346"
"10001939","1","null","11","168","null","3.318","-40","2016-06-17 14:57:53.0","347"
"10001939","1","null","12","168","null","3.319","-40","2016-06-17 14:57:53.0","348"
